0; Соломон; Кириллов; Юрьевич; 29; 168; 51; Москва; Санкт-Петербург
5651; Веста; Михеев; Михайлович; 19; 178; 53; Москва; Санкт-Петербург
5652; Злата; Терентьев; Юрьевич; 47; 163; 60; Москва; Санкт-Петербург
5653; Лукиан; Шилов; Юрьевич; 67; 188; 50; Москва; Санкт-Петербург
5654; Мирон; Николаев; Юрьевич; 55; 189; 68; Москва; Санкт-Петербург
5655; Виталина; Аксёнов; Юрьевич; 46; 194; 79; Санкт-Петербург; Санкт-Петербург
5656; Рудольф; Меркушев; Михайлович; 66; 180; 55; Москва; Санкт-Петербург
5657; Апфия; Никонов; Юрьевич; 54; 188; 81; Санкт-Петербург; Москва
5658; Гелимин; Блинов; Юрьевич; 22; 162; 67; Москва; Москва
5659; Рада; Одинцов; Юрьевич; 65; 188; 42; Москва; Санкт-Петербург
5660; Прохор; Афанасьев; Юрьевич; 24; 151; 49; Санкт-Петербург; Санкт-Петербург
5661; Любовь; Власов; Михайлович; 62; 190; 75; Санкт-Петербург; Москва
5662; Семён; Фокин; Михайлович; 28; 160; 84; Москва; Санкт-Петербург
5663; Любим; Максимов; Михайлович; 32; 168; 86; Санкт-Петербург; Санкт-Петербург
5664; Арефий; Исаков; Юрьевич; 41; 166; 85; Санкт-Петербург; Санкт-Петербург
5665; Герман; Мамонтов; Юрьевич; 32; 171; 44; Санкт-Петербург; Москва
5666; Августа; Лихачёв; Михайлович; 27; 155; 74; Москва; Москва
5667; Меркурия; Елисеев; Михайлович; 37; 154; 43; Санкт-Петербург; Москва
5668; Викентия; Андреев; Юрьевич; 18; 175; 42; Москва; Москва
5669; Рем; Беспалов; Михайлович; 18; 150; 81; Санкт-Петербург; Санкт-Петербург
5670; Платонида; Щукин; Юрьевич; 61; 172; 53; Санкт-Петербург; Санкт-Петербург
5671; Исаакий; Родионов; Юрьевич; 41; 161; 66; Москва; Москва
5672; Гермоген; Муравьёв; Юрьевич; 42; 156; 63; Санкт-Петербург; Санкт-Петербург
5673; Цветана; Маслов; Михайлович; 30; 150; 88; Москва; Санкт-Петербург
5674; Добромила; Овчинников; Юрьевич; 20; 184; 69; Москва; Москва
5675; Иероним; Кириллов; Юрьевич; 32; 150; 67; Санкт-Петербург; Москва
5676; Каллимах; Шаров; Михайлович; 50; 162; 83; Санкт-Петербург; Санкт-Петербург
5677; Зина; Гущин; Михайлович; 37; 159; 79; Санкт-Петербург; Москва
5678; Офелия; Агафонов; Михайлович; 23; 152; 45; Москва; Москва
5679; Дормидонт; Лебедев; Юрьевич; 28; 156; 68; Санкт-Петербург; Москва
5680; Парфён; Захаров; Михайлович; 55; 159; 46; Москва; Санкт-Петербург
5681; Федосий; Чернов; Юрьевич; 66; 175; 59; Москва; Санкт-Петербург
5682; Патрикия; Никитин; Юрьевич; 27; 185; 45; Москва; Санкт-Петербург
5683; Софрония; Назаров; Михайлович; 56; 158; 81; Санкт-Петербург; Москва
5684; Сократ; Сидоров; Михайлович; 41; 191; 46; Санкт-Петербург; Санкт-Петербург
5685; Селиван; Фролов; Михайлович; 41; 197; 80; Москва; Москва
5686; Ириней; Ефремов; Юрьевич; 55; 195; 62; Москва; Москва
5687; Савелла; Моисеев; Михайлович; 18; 155; 43; Москва; Санкт-Петербург
5688; Мариана; Игнатьев; Михайлович; 67; 160; 86; Москва; Санкт-Петербург
5689; Милия; Брагин; Михайлович; 24; 187; 50; Санкт-Петербург; Москва
5690; Леокадия; Воронов; Юрьевич; 51; 168; 84; Москва; Москва
5691; Аникита; Сергеев; Юрьевич; 54; 186; 49; Санкт-Петербург; Санкт-Петербург
5692; Филарета; Муравьёв; Михайлович; 46; 154; 40; Санкт-Петербург; Санкт-Петербург
5693; Эмма; Фомин; Михайлович; 54; 190; 79; Санкт-Петербург; Москва
5694; Кетевань; Тетерин; Юрьевич; 55; 177; 70; Москва; Москва
5695; Петра; Овчинников; Михайлович; 62; 196; 53; Москва; Москва
5696; Дросида; Терентьев; Юрьевич; 53; 189; 79; Санкт-Петербург; Санкт-Петербург
5697; Доброслава; Константинов; Юрьевич; 20; 173; 54; Санкт-Петербург; Санкт-Петербург
5698; Трифон; Герасимов; Михайлович; 57; 164; 59; Москва; Москва
5699; Милий; Егоров; Юрьевич; 66; 169; 82; Санкт-Петербург; Москва
5700; Рогнеда; Куликов; Михайлович; 45; 192; 70; Москва; Москва
5701; Беатриса; Аксёнов; Михайлович; 48; 189; 67; Москва; Москва
5702; Степан; Осипов; Юрьевич; 18; 168; 74; Санкт-Петербург; Москва
5703; Антипа; Гурьев; Михайлович; 36; 190; 84; Москва; Санкт-Петербург
5704; Виталия; Кулагин; Юрьевич; 57; 190; 72; Москва; Санкт-Петербург
5705; Савина; Никонов; Юрьевич; 64; 179; 77; Москва; Москва
5706; Василиса; Калашников; Михайлович; 25; 169; 60; Москва; Санкт-Петербург
5707; Савватий; Шарапов; Юрьевич; 57; 192; 77; Санкт-Петербург; Москва
5708; Аврамий; Сысоев; Михайлович; 24; 192; 70; Москва; Санкт-Петербург
5709; Саломея; Николаев; Михайлович; 23; 164; 41; Москва; Санкт-Петербург
5710; Эрнст; Иванков; Михайлович; 66; 170; 50; Москва; Москва
5711; Радим; Лихачёв; Михайлович; 36; 196; 82; Москва; Санкт-Петербург
5712; Исидора; Титов; Михайлович; 20; 182; 83; Санкт-Петербург; Санкт-Петербург
5713; Феофила; Мясников; Юрьевич; 43; 183; 61; Санкт-Петербург; Москва
5714; Андрей; Козлов; Михайлович; 31; 186; 74; Москва; Санкт-Петербург
5715; Филарета; Пахомов; Юрьевич; 23; 192; 78; Санкт-Петербург; Санкт-Петербург
5716; Патрикий; Наумов; Михайлович; 68; 162; 58; Санкт-Петербург; Москва
5717; Македон; Харитонов; Михайлович; 29; 151; 50; Москва; Санкт-Петербург
5718; Иоанн; Герасимов; Михайлович; 22; 188; 75; Санкт-Петербург; Санкт-Петербург
5719; Леонард; Блинов; Юрьевич; 45; 184; 75; Санкт-Петербург; Санкт-Петербург
5720; Изяслав; Зайцев; Михайлович; 56; 196; 46; Санкт-Петербург; Москва
5721; Илия; Исаев; Михайлович; 35; 182; 76; Москва; Москва
5722; Маврикий; Ларионов; Михайлович; 65; 176; 55; Санкт-Петербург; Москва
5723; Владилена; Лазарев; Юрьевич; 25; 159; 66; Москва; Москва
5724; Сила; Поляков; Михайлович; 61; 156; 72; Санкт-Петербург; Санкт-Петербург
5725; Корнил; Туров; Михайлович; 39; 161; 58; Москва; Москва
5726; Кирик; Яковлев; Михайлович; 55; 166; 76; Санкт-Петербург; Москва
5727; Арсентий; Панов; Юрьевич; 30; 165; 49; Санкт-Петербург; Санкт-Петербург
5728; Лилия; Филиппов; Михайлович; 56; 176; 60; Москва; Москва
5729; Андрей; Белов; Юрьевич; 42; 158; 66; Санкт-Петербург; Москва
5730; Аггей; Давыдов; Юрьевич; 49; 171; 73; Москва; Москва
5731; Мартина; Носов; Михайлович; 29; 171; 68; Москва; Санкт-Петербург
5732; Нелли; Мартынов; Михайлович; 43; 151; 77; Санкт-Петербург; Санкт-Петербург
5733; Всеволод; Семёнов; Юрьевич; 26; 159; 62; Санкт-Петербург; Санкт-Петербург
5734; Элоиза; Дроздов; Михайлович; 20; 195; 75; Москва; Санкт-Петербург
5735; Екатерина; Евдокимов; Юрьевич; 68; 176; 44; Москва; Санкт-Петербург
5736; Аэлита; Никитин; Михайлович; 43; 162; 60; Москва; Москва
5737; Далила; Дроздов; Михайлович; 28; 157; 63; Москва; Санкт-Петербург
5738; Лейла; Фадеев; Юрьевич; 52; 179; 70; Санкт-Петербург; Санкт-Петербург
5739; Фея; Абрамов; Юрьевич; 66; 155; 48; Санкт-Петербург; Санкт-Петербург
5740; Пелагея; Фокин; Юрьевич; 25; 196; 47; Москва; Москва
5741; Фервуфа; Кулаков; Михайлович; 51; 190; 50; Санкт-Петербург; Санкт-Петербург
5742; Мартиниана; Большаков; Юрьевич; 38; 188; 50; Санкт-Петербург; Санкт-Петербург
5743; Андроний; Рогов; Юрьевич; 69; 185; 46; Москва; Санкт-Петербург
5744; Малания; Калашников; Юрьевич; 55; 181; 65; Москва; Санкт-Петербург
5745; Лина; Дмитриев; Юрьевич; 23; 189; 88; Санкт-Петербург; Санкт-Петербург
5746; Каллиник; Богданов; Михайлович; 68; 178; 53; Москва; Санкт-Петербург
5747; Виленин; Уваров; Юрьевич; 66; 193; 65; Санкт-Петербург; Москва
5748; Нида; Коновалов; Юрьевич; 52; 191; 83; Москва; Санкт-Петербург
5749; Нефёд; Голубев; Михайлович; 65; 178; 63; Санкт-Петербург; Москва
5750; Аникей; Лаврентьев; Юрьевич; 42; 168; 67; Санкт-Петербург; Москва
5751; Арий; Зайцев; Юрьевич; 44; 178; 50; Санкт-Петербург; Санкт-Петербург
5752; Викула; Кошелев; Михайлович; 33; 154; 60; Санкт-Петербург; Санкт-Петербург
5753; Эммануил; Волков; Юрьевич; 67; 150; 80; Санкт-Петербург; Санкт-Петербург
5754; Мардарий; Сорокин; Юрьевич; 21; 152; 86; Санкт-Петербург; Москва
5755; Эннафа; Макаров; Михайлович; 58; 159; 70; Москва; Москва
5756; Антонида; Мышкин; Юрьевич; 58; 165; 61; Москва; Москва
5757; Селестина; Галкин; Юрьевич; 67; 160; 64; Москва; Москва
5758; Аникий; Сергеев; Юрьевич; 60; 171; 76; Санкт-Петербург; Санкт-Петербург
5759; Эдита; Алексеев; Юрьевич; 49; 193; 45; Москва; Санкт-Петербург
5760; Зина; Захаров; Юрьевич; 37; 191; 52; Москва; Москва
5761; Валерий; Волков; Юрьевич; 30; 155; 69; Москва; Москва
5762; Наркис; Копылов; Юрьевич; 34; 169; 57; Санкт-Петербург; Москва
5763; Лаврентий; Нестеров; Юрьевич; 29; 168; 46; Москва; Москва
5764; Гея; Кабанов; Юрьевич; 38; 177; 82; Москва; Москва
5765; Леон; Андреев; Михайлович; 34; 159; 40; Санкт-Петербург; Санкт-Петербург
5766; Лаура; Фадеев; Михайлович; 49; 150; 65; Санкт-Петербург; Санкт-Петербург
5767; Тигран; Давыдов; Юрьевич; 32; 180; 85; Москва; Москва
5768; Силантий; Петров; Юрьевич; 64; 157; 63; Москва; Москва
5769; Иосафат; Сазонов; Юрьевич; 60; 170; 40; Санкт-Петербург; Москва
5770; Нифонт; Богданов; Михайлович; 55; 169; 73; Санкт-Петербург; Москва
5771; Патрикий; Никонов; Михайлович; 28; 169; 76; Москва; Санкт-Петербург
5772; Эдита; Сергеев; Юрьевич; 60; 189; 70; Санкт-Петербург; Санкт-Петербург
5773; Софрония; Родионов; Михайлович; 58; 154; 58; Санкт-Петербург; Санкт-Петербург
5774; Поликсена; Макаров; Михайлович; 66; 185; 53; Санкт-Петербург; Москва
5775; Изабелла; Ковалёв; Михайлович; 21; 170; 44; Москва; Санкт-Петербург
5776; Вильгельмина; Филатов; Михайлович; 47; 184; 64; Москва; Санкт-Петербург
5777; Семион; Романов; Юрьевич; 51; 188; 51; Санкт-Петербург; Москва
5778; Федул; Михеев; Михайлович; 59; 199; 61; Москва; Москва
5779; Голиндуха; Калинин; Юрьевич; 51; 165; 67; Москва; Санкт-Петербург
5780; Федул; Гусев; Юрьевич; 67; 185; 60; Санкт-Петербург; Санкт-Петербург
5781; Аким; Гущин; Юрьевич; 52; 195; 77; Москва; Санкт-Петербург
5782; Фабиана; Сазонов; Михайлович; 32; 172; 54; Санкт-Петербург; Москва
5783; Флорентин; Евсеев; Михайлович; 41; 152; 42; Москва; Санкт-Петербург
5784; Мамелфа; Осипов; Михайлович; 40; 164; 67; Санкт-Петербург; Москва
5785; Авенир; Федотов; Михайлович; 39; 180; 54; Санкт-Петербург; Санкт-Петербург
5786; Авдей; Борисов; Юрьевич; 43; 171; 48; Москва; Москва
5787; Савватей; Тихонов; Михайлович; 23; 162; 73; Москва; Санкт-Петербург
5788; Слава; Васильев; Юрьевич; 58; 196; 80; Санкт-Петербург; Санкт-Петербург
5789; Прохор; Уваров; Юрьевич; 27; 165; 56; Москва; Санкт-Петербург
5790; Каллистрат; Григорьев; Юрьевич; 50; 170; 63; Москва; Москва
5791; Эсфирь; Бобылёв; Юрьевич; 55; 184; 46; Москва; Санкт-Петербург
5792; Епифаний; Сысоев; Юрьевич; 30; 157; 56; Санкт-Петербург; Москва
5793; Рубен; Ильин; Михайлович; 35; 163; 73; Санкт-Петербург; Санкт-Петербург
5794; Викторий; Мухин; Михайлович; 45; 181; 81; Москва; Санкт-Петербург
5795; Харита; Анисимов; Юрьевич; 64; 169; 88; Москва; Санкт-Петербург
5796; Анисья; Быков; Юрьевич; 44; 173; 67; Москва; Москва
5797; Артемия; Юдин; Юрьевич; 42; 193; 72; Санкт-Петербург; Москва
5798; Савёл; Сафонов; Михайлович; 37; 188; 46; Москва; Санкт-Петербург
5799; Роберта; Антонов; Юрьевич; 64; 178; 81; Санкт-Петербург; Москва
5800; Августина; Крюков; Юрьевич; 31; 189; 76; Санкт-Петербург; Москва
5801; Эльмира; Овчинников; Юрьевич; 45; 194; 69; Москва; Москва
5802; Кир; Иванков; Юрьевич; 69; 183; 57; Москва; Москва
5803; Феозва; Степанов; Михайлович; 26; 162; 80; Москва; Москва
5804; Ирма; Вишняков; Юрьевич; 60; 185; 75; Санкт-Петербург; Санкт-Петербург
5805; Василий; Нестеров; Михайлович; 44; 150; 66; Санкт-Петербург; Санкт-Петербург
5806; Фома; Цветков; Михайлович; 22; 160; 63; Москва; Санкт-Петербург
5807; Эра; Симонов; Михайлович; 21; 173; 44; Санкт-Петербург; Санкт-Петербург
5808; Парамон; Захаров; Михайлович; 63; 155; 54; Москва; Санкт-Петербург
5809; Хариса; Воробьёв; Юрьевич; 34; 161; 80; Санкт-Петербург; Санкт-Петербург
5810; Эмилиана; Игнатьев; Михайлович; 58; 171; 69; Москва; Санкт-Петербург
5811; Гелимин; Некрасов; Михайлович; 39; 185; 56; Москва; Санкт-Петербург
5812; Виктор; Мышкин; Михайлович; 68; 199; 83; Санкт-Петербург; Москва
5813; Арсен; Бобылёв; Юрьевич; 39; 167; 44; Санкт-Петербург; Санкт-Петербург
5814; Ананий; Иванов; Михайлович; 29; 179; 42; Санкт-Петербург; Санкт-Петербург
5815; Варнава; Потапов; Юрьевич; 58; 186; 71; Санкт-Петербург; Москва
5816; Федотий; Соколов; Михайлович; 39; 185; 56; Санкт-Петербург; Санкт-Петербург
5817; Нил; Васильев; Михайлович; 59; 182; 74; Санкт-Петербург; Санкт-Петербург
5818; Самсоний; Фёдоров; Юрьевич; 48; 192; 72; Санкт-Петербург; Москва
5819; Лейла; Горбунов; Михайлович; 46; 172; 62; Москва; Санкт-Петербург
5820; Северина; Коновалов; Юрьевич; 55; 156; 82; Санкт-Петербург; Москва
5821; Тамара; Терентьев; Михайлович; 69; 165; 66; Санкт-Петербург; Москва
5822; Валерия; Лазарев; Михайлович; 58; 160; 79; Москва; Москва
5823; Клара; Анисимов; Юрьевич; 45; 154; 71; Санкт-Петербург; Санкт-Петербург
5824; Авдей; Горбачёв; Юрьевич; 42; 186; 65; Москва; Москва
5825; Марионилла; Кузнецов; Юрьевич; 19; 189; 86; Москва; Санкт-Петербург
5826; Роза; Смирнов; Юрьевич; 32; 171; 47; Москва; Москва
5827; Руфь; Ефремов; Михайлович; 26; 165; 61; Москва; Санкт-Петербург
5828; Николай; Никитин; Юрьевич; 48; 192; 43; Санкт-Петербург; Москва
5829; Аввакум; Галкин; Михайлович; 43; 155; 76; Санкт-Петербург; Санкт-Петербург
5830; Мартын; Бирюков; Михайлович; 30; 170; 69; Москва; Москва
5831; Виктор; Ермаков; Юрьевич; 41; 165; 73; Санкт-Петербург; Москва
5832; Ефросиния; Авдеев; Юрьевич; 62; 153; 68; Москва; Москва
5833; Гемелла; Абрамов; Михайлович; 20; 169; 82; Москва; Санкт-Петербург
5834; Доримедонт; Беспалов; Юрьевич; 68; 161; 75; Москва; Санкт-Петербург
5835; Доримедонт; Вишняков; Михайлович; 32; 180; 87; Санкт-Петербург; Санкт-Петербург
5836; Секлетея; Колесников; Юрьевич; 60; 193; 61; Санкт-Петербург; Москва
5837; Евлампий; Кулагин; Юрьевич; 56; 172; 65; Москва; Санкт-Петербург
5838; Сосипатра; Шубин; Юрьевич; 60; 193; 69; Санкт-Петербург; Москва
5839; Зенона; Устинов; Михайлович; 51; 173; 52; Санкт-Петербург; Москва
5840; Вильгельм; Потапов; Михайлович; 50; 153; 87; Москва; Москва
5841; Аркадий; Кириллов; Михайлович; 55; 197; 57; Санкт-Петербург; Санкт-Петербург
5842; Святослава; Зыков; Юрьевич; 61; 156; 79; Москва; Санкт-Петербург
5843; Фетиния; Шестаков; Юрьевич; 32; 168; 80; Санкт-Петербург; Санкт-Петербург
5844; Евграф; Герасимов; Михайлович; 64; 199; 60; Санкт-Петербург; Москва
5845; Мартьян; Михайлов; Юрьевич; 61; 157; 84; Санкт-Петербург; Москва
5846; Игнатий; Петров; Михайлович; 46; 157; 41; Санкт-Петербург; Санкт-Петербург
5847; Воля; Уваров; Юрьевич; 29; 179; 68; Санкт-Петербург; Москва
5848; Афинодор; Васильев; Михайлович; 44; 193; 41; Москва; Санкт-Петербург
5849; Мирра; Ковалёв; Михайлович; 67; 187; 46; Санкт-Петербург; Санкт-Петербург
5850; Марин; Денисов; Михайлович; 58; 167; 52; Санкт-Петербург; Москва
5851; Фелица; Мясников; Юрьевич; 42; 177; 80; Москва; Москва
5852; Эльвира; Фёдоров; Юрьевич; 59; 159; 58; Санкт-Петербург; Санкт-Петербург
5853; Петрония; Иванков; Юрьевич; 35; 156; 47; Санкт-Петербург; Москва
5854; Андрона; Орлов; Михайлович; 63; 188; 64; Москва; Санкт-Петербург
5855; Аделина; Макаров; Юрьевич; 58; 170; 85; Москва; Москва
5856; Гавриил; Филатов; Михайлович; 67; 174; 46; Санкт-Петербург; Санкт-Петербург
5857; Тихослава; Лихачёв; Юрьевич; 43; 174; 71; Москва; Санкт-Петербург
5858; Евфалия; Суворов; Михайлович; 28; 176; 64; Москва; Москва
5859; Аста; Романов; Михайлович; 21; 188; 49; Москва; Санкт-Петербург
5860; Маркиана; Баранов; Михайлович; 44; 164; 77; Санкт-Петербург; Москва
5861; Агафоника; Киселёв; Юрьевич; 35; 192; 63; Москва; Москва
5862; Алфея; Васильев; Михайлович; 28; 194; 50; Санкт-Петербург; Санкт-Петербург
5863; Лука; Дьячков; Михайлович; 62; 156; 60; Санкт-Петербург; Санкт-Петербург
5864; Артур; Зиновьев; Михайлович; 49; 174; 73; Санкт-Петербург; Санкт-Петербург
5865; Аввакум; Юдин; Юрьевич; 53; 180; 72; Москва; Санкт-Петербург
5866; Епистима; Кулагин; Михайлович; 57; 185; 81; Санкт-Петербург; Санкт-Петербург
5867; Филимон; Владимиров; Юрьевич; 67; 159; 61; Москва; Москва
5868; Милослава; Зайцев; Юрьевич; 39; 153; 81; Москва; Москва
5869; Адель; Белов; Михайлович; 43; 172; 61; Санкт-Петербург; Москва
5870; Денисий; Киселёв; Михайлович; 27; 193; 40; Санкт-Петербург; Москва
5871; Адельфина; Гришин; Михайлович; 32; 192; 83; Москва; Санкт-Петербург
5872; Инна; Дмитриев; Юрьевич; 57; 180; 53; Москва; Москва
5873; Киликия; Капустин; Михайлович; 66; 155; 60; Санкт-Петербург; Москва
5874; Прохор; Ковалёв; Юрьевич; 60; 167; 72; Санкт-Петербург; Москва
5875; Рема; Гущин; Михайлович; 55; 179; 81; Москва; Санкт-Петербург
5876; Ульяна; Коновалов; Юрьевич; 62; 156; 76; Санкт-Петербург; Москва
5877; Фортуната; Лихачёв; Юрьевич; 65; 181; 81; Санкт-Петербург; Санкт-Петербург
5878; Гортензия; Дорофеев; Юрьевич; 65; 175; 88; Москва; Санкт-Петербург
5879; Феоктист; Сазонов; Михайлович; 30; 174; 51; Москва; Санкт-Петербург
5880; Игнат; Савельев; Юрьевич; 20; 168; 53; Москва; Санкт-Петербург
5881; Гения; Киселёв; Михайлович; 47; 156; 78; Москва; Москва
5882; Изольда; Ефимов; Михайлович; 39; 152; 67; Москва; Москва
5883; Герасим; Веселов; Михайлович; 24; 173; 86; Санкт-Петербург; Санкт-Петербург
5884; Александрина; Ларионов; Юрьевич; 59; 169; 74; Санкт-Петербург; Санкт-Петербург
5885; Пафнутий; Морозов; Юрьевич; 18; 172; 74; Санкт-Петербург; Москва
5886; Марионилла; Горбунов; Михайлович; 24; 195; 71; Москва; Санкт-Петербург
5887; Аврея; Доронин; Юрьевич; 18; 180; 57; Москва; Москва
5888; Виола; Никитин; Михайлович; 44; 185; 58; Москва; Санкт-Петербург
5889; Моика; Воробьёв; Юрьевич; 60; 153; 42; Санкт-Петербург; Москва
5890; Правдина; Лукин; Юрьевич; 50; 173; 56; Москва; Санкт-Петербург
5891; Вероника; Туров; Юрьевич; 27; 181; 67; Санкт-Петербург; Санкт-Петербург
5892; Лев; Емельянов; Юрьевич; 19; 161; 58; Санкт-Петербург; Санкт-Петербург
5893; Григорий; Карпов; Юрьевич; 28; 157; 61; Москва; Москва
5894; Анисим; Семёнов; Михайлович; 45; 159; 44; Санкт-Петербург; Москва
5895; Венедикт; Соколов; Михайлович; 58; 151; 84; Москва; Санкт-Петербург
5896; Бонифат; Семёнов; Юрьевич; 36; 177; 77; Москва; Санкт-Петербург
5897; Ксения; Мартынов; Юрьевич; 53; 174; 49; Москва; Санкт-Петербург
5898; Софроний; Белозёров; Юрьевич; 65; 173; 49; Санкт-Петербург; Санкт-Петербург
5899; Платонида; Горшков; Юрьевич; 26; 150; 85; Москва; Санкт-Петербург
5900; Ольга; Ситников; Михайлович; 41; 152; 46; Санкт-Петербург; Санкт-Петербург
5901; Христиана; Стрелков; Юрьевич; 41; 165; 75; Москва; Москва
5902; Касьян; Емельянов; Юрьевич; 58; 174; 40; Санкт-Петербург; Санкт-Петербург
5903; Сибилла; Ширяев; Михайлович; 64; 198; 57; Санкт-Петербург; Санкт-Петербург
5904; Милена; Ларионов; Юрьевич; 66; 199; 62; Санкт-Петербург; Санкт-Петербург
5905; Кирик; Никитин; Юрьевич; 26; 171; 45; Москва; Санкт-Петербург
5906; Эллада; Константинов; Михайлович; 18; 154; 42; Москва; Санкт-Петербург
5907; Всеволод; Князев; Юрьевич; 62; 195; 48; Москва; Санкт-Петербург
5908; Леонина; Брагин; Юрьевич; 26; 186; 62; Москва; Санкт-Петербург
5909; Антониана; Лебедев; Юрьевич; 41; 191; 64; Санкт-Петербург; Санкт-Петербург
5910; Звезда; Дроздов; Михайлович; 56; 168; 41; Москва; Санкт-Петербург
5911; Аврея; Гурьев; Михайлович; 44; 178; 72; Москва; Санкт-Петербург
5912; Измаил; Соболев; Юрьевич; 69; 190; 42; Санкт-Петербург; Москва
5913; Романа; Устинов; Юрьевич; 47; 179; 78; Санкт-Петербург; Москва
5914; Авксентий; Чернов; Михайлович; 18; 178; 74; Санкт-Петербург; Москва
5915; Владлен; Муравьёв; Юрьевич; 28; 178; 86; Москва; Москва
5916; Мануил; Щукин; Юрьевич; 44; 152; 62; Москва; Москва
5917; Аграфена; Захаров; Юрьевич; 29; 168; 57; Москва; Санкт-Петербург
5918; Орест; Ситников; Юрьевич; 27; 182; 84; Санкт-Петербург; Санкт-Петербург
5919; Мартина; Кондратьев; Юрьевич; 33; 159; 77; Москва; Санкт-Петербург
5920; Феофания; Гурьев; Михайлович; 57; 184; 58; Санкт-Петербург; Санкт-Петербург
5921; Куприян; Казаков; Юрьевич; 61; 185; 74; Санкт-Петербург; Санкт-Петербург
5922; Флегонт; Миронов; Михайлович; 19; 175; 73; Москва; Москва
5923; Агафоклия; Крылов; Михайлович; 23; 188; 79; Москва; Санкт-Петербург
5924; Алексий; Зимин; Юрьевич; 47; 166; 50; Санкт-Петербург; Москва
5925; Софрония; Гордеев; Юрьевич; 59; 158; 46; Москва; Санкт-Петербург
5926; Феликс; Зиновьев; Михайлович; 20; 162; 48; Санкт-Петербург; Санкт-Петербург
5927; Клавдия; Трофимов; Юрьевич; 65; 184; 42; Москва; Санкт-Петербург
5928; Феофил; Константинов; Юрьевич; 32; 162; 82; Санкт-Петербург; Москва
5929; Гения; Муравьёв; Михайлович; 30; 168; 44; Москва; Москва
5930; Моника; Данилов; Юрьевич; 28; 155; 49; Санкт-Петербург; Москва
5931; Викентия; Ларионов; Юрьевич; 45; 173; 62; Москва; Москва
5932; Марка; Третьяков; Юрьевич; 37; 161; 72; Москва; Санкт-Петербург
5933; Васёна; Поляков; Юрьевич; 53; 152; 87; Санкт-Петербург; Санкт-Петербург
5934; Олимпиодора; Сысоев; Михайлович; 24; 150; 58; Москва; Москва
5935; Радмила; Константинов; Юрьевич; 66; 162; 65; Санкт-Петербург; Москва
5936; Мавродий; Нестеров; Юрьевич; 68; 171; 48; Санкт-Петербург; Санкт-Петербург
5937; Рудольф; Дьячков; Юрьевич; 56; 182; 46; Москва; Москва
5938; Феофил; Щербаков; Юрьевич; 29; 156; 61; Санкт-Петербург; Санкт-Петербург
5939; Владилена; Кузнецов; Михайлович; 60; 163; 50; Санкт-Петербург; Санкт-Петербург
5940; Зиновий; Осипов; Юрьевич; 58; 196; 47; Москва; Санкт-Петербург
5941; Апраксия; Савин; Михайлович; 44; 183; 53; Санкт-Петербург; Санкт-Петербург
5942; Кама; Евдокимов; Михайлович; 62; 199; 46; Москва; Санкт-Петербург
5943; Рафаила; Зуев; Юрьевич; 33; 182; 80; Москва; Москва
5944; Прокоп; Гуляев; Юрьевич; 59; 191; 65; Москва; Санкт-Петербург
5945; Мануил; Моисеев; Михайлович; 39; 182; 60; Москва; Санкт-Петербург
5946; Заряна; Третьяков; Михайлович; 58; 155; 46; Санкт-Петербург; Санкт-Петербург
5947; Максим; Котов; Юрьевич; 59; 173; 53; Санкт-Петербург; Санкт-Петербург
5948; Руфь; Мартынов; Юрьевич; 56; 191; 40; Москва; Москва
5949; Филонилла; Жданов; Михайлович; 33; 180; 59; Санкт-Петербург; Санкт-Петербург
5950; Святослав; Назаров; Михайлович; 54; 179; 59; Москва; Санкт-Петербург
5951; Амелфа; Молчанов; Юрьевич; 34; 164; 57; Санкт-Петербург; Москва
5952; Демид; Сысоев; Юрьевич; 67; 176; 73; Санкт-Петербург; Санкт-Петербург
5953; Филонилла; Гуляев; Михайлович; 30; 179; 45; Москва; Санкт-Петербург
5954; Ева; Герасимов; Михайлович; 51; 160; 83; Санкт-Петербург; Санкт-Петербург
5955; Василиса; Исаков; Юрьевич; 20; 185; 61; Санкт-Петербург; Санкт-Петербург
5956; Регина; Михеев; Юрьевич; 46; 164; 80; Санкт-Петербург; Москва
5957; Ираида; Кириллов; Юрьевич; 58; 198; 57; Москва; Москва
5958; Зарема; Беляков; Михайлович; 47; 182; 40; Санкт-Петербург; Москва
5959; Поплия; Силин; Михайлович; 42; 180; 52; Москва; Москва
5960; Леон; Фомичёв; Юрьевич; 46; 181; 79; Москва; Санкт-Петербург
5961; Фотиния; Гурьев; Юрьевич; 58; 174; 62; Москва; Санкт-Петербург
5962; Ладимир; Михайлов; Михайлович; 65; 189; 43; Санкт-Петербург; Москва
5963; Меркурия; Одинцов; Михайлович; 52; 185; 55; Санкт-Петербург; Москва
5964; Люция; Якушев; Юрьевич; 53; 191; 89; Москва; Санкт-Петербург
5965; Святослав; Горбачёв; Михайлович; 23; 172; 84; Москва; Санкт-Петербург
5966; Вестита; Гуляев; Михайлович; 34; 156; 63; Санкт-Петербург; Москва
5967; Георгий; Цветков; Михайлович; 32; 185; 58; Москва; Санкт-Петербург
5968; Розина; Фролов; Михайлович; 18; 154; 62; Москва; Санкт-Петербург
5969; Диодора; Рыбаков; Юрьевич; 30; 169; 42; Санкт-Петербург; Москва
5970; Владислав; Тихонов; Михайлович; 51; 198; 67; Санкт-Петербург; Санкт-Петербург
